Time,Tx Commit p50,Tx Commit p90
2025-10-06 11:02:46,433,496
2025-10-06 11:02:46,424,505
2025-10-06 11:02:47,423,497
2025-10-06 11:02:47,429,498
2025-10-06 11:02:48,429,496
2025-10-06 11:02:48,438,503
2025-10-06 11:02:49,436,500
2025-10-06 11:02:49,436,500
2025-10-06 11:02:50,436,500
2025-10-06 11:02:50,436,500
2025-10-06 11:02:51,436,500
2025-10-06 11:02:51,436,500
2025-10-06 11:02:52,436,500
2025-10-06 11:02:52,436,500
2025-10-06 11:02:53,436,500
2025-10-06 11:02:53,436,500
2025-10-06 11:02:54,436,500
2025-10-06 11:02:54,436,500
2025-10-06 11:02:55,436,500
2025-10-06 11:02:55,436,500
2025-10-06 11:02:56,436,500
2025-10-06 11:02:56,436,500
2025-10-06 11:02:57,436,500
2025-10-06 11:02:57,436,500
2025-10-06 11:02:58,436,500
2025-10-06 11:02:58,436,500
2025-10-06 11:02:59,436,500
2025-10-06 11:02:59,436,500
2025-10-06 11:03:00,436,500
2025-10-06 11:03:00,436,500
2025-10-06 11:03:01,436,500
2025-10-06 11:03:01,436,500
2025-10-06 11:03:02,436,500
2025-10-06 11:03:02,436,500
2025-10-06 11:03:03,436,500
2025-10-06 11:03:03,436,500
2025-10-06 11:03:04,436,500
2025-10-06 11:03:04,436,500
2025-10-06 11:03:05,436,500
2025-10-06 11:03:05,436,500
2025-10-06 11:03:06,436,500
2025-10-06 11:03:06,436,500
2025-10-06 11:03:07,436,500
2025-10-06 11:03:07,436,500
2025-10-06 11:03:08,436,500
2025-10-06 11:03:08,436,500
2025-10-06 11:03:09,436,500
2025-10-06 11:03:09,436,500
2025-10-06 11:03:10,436,500
2025-10-06 11:03:10,436,500
2025-10-06 11:03:11,436,500
2025-10-06 11:03:11,436,500
2025-10-06 11:03:12,436,500
2025-10-06 11:03:12,436,500
2025-10-06 11:03:13,436,500
2025-10-06 11:03:13,436,500
2025-10-06 11:03:14,436,500
2025-10-06 11:03:14,436,500
2025-10-06 11:03:15,436,500
2025-10-06 11:03:15,436,500
2025-10-06 11:03:16,436,500
2025-10-06 11:03:16,436,500
2025-10-06 11:03:17,436,500
2025-10-06 11:03:17,436,500
2025-10-06 11:03:18,436,500
2025-10-06 11:03:18,436,500
2025-10-06 11:03:19,436,500
2025-10-06 11:03:19,436,500
2025-10-06 11:03:20,436,500
2025-10-06 11:03:20,436,500
2025-10-06 11:03:21,436,500
2025-10-06 11:03:21,436,500
2025-10-06 11:03:22,436,500
2025-10-06 11:03:22,436,500
2025-10-06 11:03:23,436,500
2025-10-06 11:03:23,436,500
2025-10-06 11:03:24,436,500
2025-10-06 11:03:24,436,500
2025-10-06 11:03:25,436,500
2025-10-06 11:03:25,436,500
2025-10-06 11:03:26,436,500
2025-10-06 11:03:26,436,500
2025-10-06 11:03:27,436,500
2025-10-06 11:03:27,436,500
2025-10-06 11:03:28,436,500
2025-10-06 11:03:28,436,500
2025-10-06 11:03:29,436,500
2025-10-06 11:03:29,436,500
2025-10-06 11:03:30,436,500
2025-10-06 11:03:30,436,500
2025-10-06 11:03:31,436,500
2025-10-06 11:03:31,436,500
2025-10-06 11:03:32,436,500
2025-10-06 11:03:32,436,500
2025-10-06 11:03:33,436,500
2025-10-06 11:03:33,436,500
2025-10-06 11:03:34,436,500
2025-10-06 11:03:34,436,500
2025-10-06 11:03:35,436,500
2025-10-06 11:03:35,436,500
2025-10-06 11:03:36,436,500
2025-10-06 11:03:36,436,500
2025-10-06 11:03:37,436,500
2025-10-06 11:03:37,436,500
2025-10-06 11:03:38,436,500
2025-10-06 11:03:38,436,500
2025-10-06 11:03:39,436,500
2025-10-06 11:03:39,436,500
2025-10-06 11:03:40,436,500
2025-10-06 11:03:40,436,500
2025-10-06 11:03:41,436,500
2025-10-06 11:03:41,436,500
2025-10-06 11:03:42,436,500
2025-10-06 11:03:42,436,500
2025-10-06 11:03:43,436,500
2025-10-06 11:03:43,436,500
2025-10-06 11:03:44,436,500
2025-10-06 11:03:44,436,500
2025-10-06 11:03:45,436,500
2025-10-06 11:03:45,436,500
2025-10-06 11:03:46,436,499
2025-10-06 11:03:46,435,497
2025-10-06 11:03:47,435,496
2025-10-06 11:03:47,434,492
2025-10-06 11:03:48,434,491
2025-10-06 11:03:48,433,488
2025-10-06 11:03:49,432,485
2025-10-06 11:03:49,432,485
2025-10-06 11:03:50,432,485
